Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyTextPresent,Firefox 53.0,,2017-06-05 12:43:39,2017-06-05 12:44:01,22.180s,PASSED
,,,,,,
Test Cases/parts menu/FeatureMapping,Firefox 53.0,,2017-06-05 12:44:01,2017-06-05 12:44:46,45.031s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 12:44:01,2017-06-05 12:44:06,4.378s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 12:44:06,2017-06-05 12:44:08,1.884s,PASSED
setText,Firefox 53.0,,2017-06-05 12:44:08,2017-06-05 12:44:08,0.243s,PASSED
setText,Firefox 53.0,,2017-06-05 12:44:08,2017-06-05 12:44:08,0.230s,PASSED
click,Firefox 53.0,,2017-06-05 12:44:08,2017-06-05 12:44:17,8.955s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 12:44:17,2017-06-05 12:44:17,0.107s,PASSED
click,Firefox 53.0,,2017-06-05 12:44:17,2017-06-05 12:44:17,0.283s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 12:44:17,2017-06-05 12:44:46,28.839s,PASSED
,,,,,,
Test Cases/parts menu/GenerationDashBoardReport,Firefox 53.0,,2017-06-05 12:44:46,2017-06-05 13:14:27,29m - 40.961s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 12:44:46,2017-06-05 12:44:51,4.356s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 12:44:51,2017-06-05 12:44:52,1.366s,PASSED
setText,Firefox 53.0,,2017-06-05 12:44:52,2017-06-05 12:44:52,0.259s,PASSED
setText,Firefox 53.0,,2017-06-05 12:44:52,2017-06-05 12:44:53,0.206s,PASSED
click,Firefox 53.0,,2017-06-05 12:44:53,2017-06-05 12:45:00,7.675s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 12:45:00,2017-06-05 12:45:00,0.141s,PASSED
click,Firefox 53.0,,2017-06-05 12:45:00,2017-06-05 12:45:01,0.380s,PASSED
waitForAlert,Firefox 53.0,,2017-06-05 12:45:01,2017-06-05 13:14:18,29m - 17.304s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:14:18,2017-06-05 13:14:27,9.173s,PASSED
,,,,,,
Test Cases/parts menu/Importe,Firefox 53.0,,2017-06-05 13:14:27,2017-06-05 13:14:55,27.403s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:14:28,2017-06-05 13:14:32,4.611s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:14:32,2017-06-05 13:14:33,1.336s,PASSED
setText,Firefox 53.0,,2017-06-05 13:14:33,2017-06-05 13:14:34,0.232s,PASSED
setText,Firefox 53.0,,2017-06-05 13:14:34,2017-06-05 13:14:34,0.577s,PASSED
click,Firefox 53.0,,2017-06-05 13:14:34,2017-06-05 13:14:45,10.654s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:14:45,2017-06-05 13:14:45,0.121s,PASSED
click,Firefox 53.0,,2017-06-05 13:14:45,2017-06-05 13:14:52,6.649s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:14:52,2017-06-05 13:14:55,3.075s,PASSED
,,,,,,
Test Cases/parts menu/LifeCycle,Firefox 53.0,,2017-06-05 13:14:55,2017-06-05 13:15:20,24.827s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:14:55,2017-06-05 13:15:00,4.550s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:15:00,2017-06-05 13:15:01,1.381s,PASSED
setText,Firefox 53.0,,2017-06-05 13:15:01,2017-06-05 13:15:01,0.201s,PASSED
setText,Firefox 53.0,,2017-06-05 13:15:01,2017-06-05 13:15:02,0.572s,PASSED
click,Firefox 53.0,,2017-06-05 13:15:02,2017-06-05 13:15:09,7.296s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:15:09,2017-06-05 13:15:09,0.083s,PASSED
click,Firefox 53.0,,2017-06-05 13:15:09,2017-06-05 13:15:09,0.299s,PASSED
waitForAlert,Firefox 53.0,,2017-06-05 13:15:09,2017-06-05 13:15:17,8.121s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:15:17,2017-06-05 13:15:20,2.207s,PASSED
,,,,,,
Test Cases/parts menu/NormalizationFamilyParametric,Firefox 53.0,,2017-06-05 13:15:20,2017-06-05 13:16:02,42.346s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:15:20,2017-06-05 13:15:24,4.606s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:15:24,2017-06-05 13:15:26,1.347s,PASSED
setText,Firefox 53.0,,2017-06-05 13:15:26,2017-06-05 13:15:26,0.225s,PASSED
setText,Firefox 53.0,,2017-06-05 13:15:26,2017-06-05 13:15:26,0.172s,PASSED
click,Firefox 53.0,,2017-06-05 13:15:26,2017-06-05 13:15:31,4.944s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:15:31,2017-06-05 13:15:31,0.097s,PASSED
click,Firefox 53.0,,2017-06-05 13:15:31,2017-06-05 13:15:54,23.203s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:15:54,2017-06-05 13:16:02,7.606s,PASSED
,,,,,,
Test Cases/parts menu/PartConfigurationUpload,Firefox 53.0,,2017-06-05 13:16:02,2017-06-05 13:16:21,19.225s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:16:02,2017-06-05 13:16:07,4.549s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:16:07,2017-06-05 13:16:08,1.575s,PASSED
setText,Firefox 53.0,,2017-06-05 13:16:08,2017-06-05 13:16:09,0.235s,PASSED
setText,Firefox 53.0,,2017-06-05 13:16:09,2017-06-05 13:16:09,0.528s,PASSED
click,Firefox 53.0,,2017-06-05 13:16:09,2017-06-05 13:16:14,5.098s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:16:14,2017-06-05 13:16:14,0.136s,PASSED
click,Firefox 53.0,,2017-06-05 13:16:14,2017-06-05 13:16:20,5.243s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:16:20,2017-06-05 13:16:21,1.779s,PASSED
,,,,,,
Test Cases/parts menu/PartLifeCycleMapping,Firefox 53.0,,2017-06-05 13:16:21,2017-06-05 13:16:46,24.500s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:16:21,2017-06-05 13:16:26,4.487s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:16:26,2017-06-05 13:16:27,1.111s,PASSED
setText,Firefox 53.0,,2017-06-05 13:16:27,2017-06-05 13:16:27,0.184s,PASSED
setText,Firefox 53.0,,2017-06-05 13:16:27,2017-06-05 13:16:28,0.758s,PASSED
click,Firefox 53.0,,2017-06-05 13:16:28,2017-06-05 13:16:36,7.561s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:16:36,2017-06-05 13:16:36,0.082s,PASSED
click,Firefox 53.0,,2017-06-05 13:16:36,2017-06-05 13:16:42,6.253s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:16:42,2017-06-05 13:16:46,3.973s,PASSED
,,,,,,
Test Cases/parts menu/PartMappingSummary,Firefox 53.0,,2017-06-05 13:16:46,2017-06-05 13:17:13,26.613s,FAILED
openBrowser,Firefox 53.0,,2017-06-05 13:16:46,2017-06-05 13:16:51,4.624s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:16:51,2017-06-05 13:16:52,1.308s,PASSED
setText,Firefox 53.0,,2017-06-05 13:16:52,2017-06-05 13:16:52,0.226s,PASSED
setText,Firefox 53.0,,2017-06-05 13:16:52,2017-06-05 13:16:52,0.178s,PASSED
click,Firefox 53.0,,2017-06-05 13:16:52,2017-06-05 13:17:03,10.894s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:17:03,2017-06-05 13:17:03,0.102s,PASSED
click,Firefox 53.0,,2017-06-05 13:17:03,2017-06-05 13:17:08,4.506s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:17:08,2017-06-05 13:17:13,4.680s,FAILED
,,,,,,
Test Cases/parts menu/Parts Family Mapping,Firefox 53.0,,2017-06-05 13:17:13,2017-06-05 13:17:40,27.810s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:17:13,2017-06-05 13:17:17,4.480s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:17:17,2017-06-05 13:17:19,1.500s,PASSED
setText,Firefox 53.0,,2017-06-05 13:17:19,2017-06-05 13:17:19,0.228s,PASSED
setText,Firefox 53.0,,2017-06-05 13:17:19,2017-06-05 13:17:19,0.236s,PASSED
click,Firefox 53.0,,2017-06-05 13:17:19,2017-06-05 13:17:25,6.202s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:17:25,2017-06-05 13:17:25,0.089s,PASSED
click,Firefox 53.0,,2017-06-05 13:17:25,2017-06-05 13:17:34,8.501s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:17:34,2017-06-05 13:17:40,6.503s,PASSED
,,,,,,
Test Cases/parts menu/Parts Packaging,Firefox 53.0,,2017-06-05 13:17:40,2017-06-05 13:18:06,25.575s,FAILED
openBrowser,Firefox 53.0,,2017-06-05 13:17:41,2017-06-05 13:17:45,4.393s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:17:45,2017-06-05 13:17:46,1.274s,PASSED
setText,Firefox 53.0,,2017-06-05 13:17:46,2017-06-05 13:17:46,0.229s,PASSED
setText,Firefox 53.0,,2017-06-05 13:17:46,2017-06-05 13:17:47,0.187s,PASSED
click,Firefox 53.0,,2017-06-05 13:17:47,2017-06-05 13:17:54,7.155s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:17:54,2017-06-05 13:17:54,0.080s,PASSED
click,Firefox 53.0,,2017-06-05 13:17:54,2017-06-05 13:17:58,4.093s,PASSED
waitForAlert,Firefox 53.0,,2017-06-05 13:17:58,2017-06-05 13:18:03,5.370s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:18:03,2017-06-05 13:18:06,2.725s,FAILED
,,,,,,
Test Cases/parts menu/Parts Parametrics Mapping,Firefox 53.0,,2017-06-05 13:18:06,2017-06-05 13:18:50,43.838s,FAILED
openBrowser,Firefox 53.0,,2017-06-05 13:18:06,2017-06-05 13:18:10,4.151s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:18:10,2017-06-05 13:18:12,1.553s,PASSED
setText,Firefox 53.0,,2017-06-05 13:18:12,2017-06-05 13:18:12,0.193s,PASSED
setText,Firefox 53.0,,2017-06-05 13:18:12,2017-06-05 13:18:12,0.160s,PASSED
click,Firefox 53.0,,2017-06-05 13:18:12,2017-06-05 13:18:21,8.465s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:18:21,2017-06-05 13:18:21,0.080s,PASSED
click,Firefox 53.0,,2017-06-05 13:18:21,2017-06-05 13:18:42,21.548s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:18:42,2017-06-05 13:18:50,7.616s,FAILED
,,,,,,
Test Cases/parts menu/PartsConfiguration,Firefox 53.0,,2017-06-05 13:18:50,2017-06-05 13:19:08,17.890s,FAILED
openBrowser,Firefox 53.0,,2017-06-05 13:18:50,2017-06-05 13:18:55,4.435s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:18:55,2017-06-05 13:18:56,1.193s,PASSED
setText,Firefox 53.0,,2017-06-05 13:18:56,2017-06-05 13:18:56,0.199s,PASSED
setText,Firefox 53.0,,2017-06-05 13:18:56,2017-06-05 13:18:56,0.111s,PASSED
click,Firefox 53.0,,2017-06-05 13:18:56,2017-06-05 13:19:03,7.163s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:19:03,2017-06-05 13:19:03,0.074s,PASSED
click,Firefox 53.0,,2017-06-05 13:19:03,2017-06-05 13:19:06,2.623s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:19:06,2017-06-05 13:19:08,2.020s,FAILED
,,,,,,
Test Cases/parts menu/peackage,Firefox 53.0,,2017-06-05 13:19:08,2017-06-05 13:19:41,32.858s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:19:08,2017-06-05 13:19:12,4.346s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:19:12,2017-06-05 13:19:14,1.240s,PASSED
setText,Firefox 53.0,,2017-06-05 13:19:14,2017-06-05 13:19:14,0.179s,PASSED
setText,Firefox 53.0,,2017-06-05 13:19:14,2017-06-05 13:19:14,0.180s,PASSED
click,Firefox 53.0,,2017-06-05 13:19:14,2017-06-05 13:19:24,10.204s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:19:24,2017-06-05 13:19:24,0.091s,PASSED
click,Firefox 53.0,,2017-06-05 13:19:24,2017-06-05 13:19:38,14.018s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:19:38,2017-06-05 13:19:41,2.517s,PASSED
,,,,,,
Test Cases/parts menu/pin out,Firefox 53.0,,2017-06-05 13:19:41,2017-06-05 13:19:58,17.170s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:19:41,2017-06-05 13:19:45,4.097s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:19:45,2017-06-05 13:19:47,1.892s,PASSED
setText,Firefox 53.0,,2017-06-05 13:19:47,2017-06-05 13:19:47,0.193s,PASSED
setText,Firefox 53.0,,2017-06-05 13:19:47,2017-06-05 13:19:48,0.539s,PASSED
click,Firefox 53.0,,2017-06-05 13:19:48,2017-06-05 13:19:54,6.490s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:19:54,2017-06-05 13:19:54,0.089s,PASSED
click,Firefox 53.0,,2017-06-05 13:19:54,2017-06-05 13:19:56,1.957s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:19:56,2017-06-05 13:19:58,1.853s,PASSED
,,,,,,
Test Cases/parts menu/qualification and militray,Firefox 53.0,,2017-06-05 13:19:58,2017-06-05 13:20:19,20.483s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:19:58,2017-06-05 13:20:02,4.257s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:20:02,2017-06-05 13:20:04,1.373s,PASSED
setText,Firefox 53.0,,2017-06-05 13:20:04,2017-06-05 13:20:04,0.196s,PASSED
setText,Firefox 53.0,,2017-06-05 13:20:04,2017-06-05 13:20:04,0.498s,PASSED
click,Firefox 53.0,,2017-06-05 13:20:04,2017-06-05 13:20:11,6.454s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:20:11,2017-06-05 13:20:11,0.085s,PASSED
click,Firefox 53.0,,2017-06-05 13:20:11,2017-06-05 13:20:17,5.553s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:20:17,2017-06-05 13:20:19,1.969s,PASSED
,,,,,,
Test Cases/parts menu/RoHs,Firefox 53.0,,2017-06-05 13:20:19,2017-06-05 13:20:38,19.568s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:20:19,2017-06-05 13:20:23,4.319s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:20:23,2017-06-05 13:20:25,1.872s,PASSED
setText,Firefox 53.0,,2017-06-05 13:20:25,2017-06-05 13:20:25,0.191s,PASSED
setText,Firefox 53.0,,2017-06-05 13:20:25,2017-06-05 13:20:25,0.169s,PASSED
click,Firefox 53.0,,2017-06-05 13:20:25,2017-06-05 13:20:31,5.973s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:20:31,2017-06-05 13:20:31,0.079s,PASSED
click,Firefox 53.0,,2017-06-05 13:20:31,2017-06-05 13:20:36,5.014s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:20:36,2017-06-05 13:20:38,1.853s,PASSED
,,,,,,
Test Cases/parts menu/ROHSMapping,Firefox 53.0,,2017-06-05 13:20:38,2017-06-05 13:20:58,19.289s,PASSED
openBrowser,Firefox 53.0,,2017-06-05 13:20:38,2017-06-05 13:20:43,4.210s,PASSED
navigateToUrl,Firefox 53.0,,2017-06-05 13:20:43,2017-06-05 13:20:44,1.542s,PASSED
setText,Firefox 53.0,,2017-06-05 13:20:44,2017-06-05 13:20:44,0.236s,PASSED
setText,Firefox 53.0,,2017-06-05 13:20:44,2017-06-05 13:20:44,0.172s,PASSED
click,Firefox 53.0,,2017-06-05 13:20:44,2017-06-05 13:20:50,5.453s,PASSED
mouseOver,Firefox 53.0,,2017-06-05 13:20:50,2017-06-05 13:20:50,0.073s,PASSED
click,Firefox 53.0,,2017-06-05 13:20:50,2017-06-05 13:20:53,3.250s,PASSED
verifyTextPresent,Firefox 53.0,,2017-06-05 13:20:53,2017-06-05 13:20:58,4.268s,PASSED
,,,,,,
Test Cases/parts menu/test,Firefox 53.0,,2017-06-05 13:20:58,2017-06-05 13:20:58,0.072s,PASSED
Statement - return null,Firefox 53.0,,2017-06-05 13:20:58,2017-06-05 13:20:58,0.005s,PASSED
